,coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate,fpco2
1136,CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T90,NA,700
1138,CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T90,NA,2800
1140,CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T90,NA,280
1146,CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T90,NA,2800
1152,CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,T90,-0.435,700
1154,CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T90,NA,2800
1156,CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T90,NA,280
1157,CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,T90,-0.398,400
1159,CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T90,NA,400
1162,CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T90,NA,2800
1164,CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,T90,-0.402,400
1165,CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,T90,0.03,280
1167,CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T90,NA,700
1168,CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T90,NA,700
1170,CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T90,NA,280
1175,CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T90,NA,2800
1177,CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,T90,-0.385,400
1178,CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,T90,-0.32,280
1179,CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,T90,-0.012,2800
1180,CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,T90,-0.172,400
1182,CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T90,NA,400
1184,CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,T90,-0.352,700
1186,CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,T90,-0.046,2800
1187,CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,T90,-0.698,400
1188,CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T90,NA,700
1190,CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,T90,0.019,2800
1193,CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,T90,1.926,400
1194,CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,T90,0.694,2800
1195,CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,T90,1.065,280
1196,CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,T90,-2.01,400
1197,CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,T90,-1.059,700
1198,CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,T90,1.611,700
1199,CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,T90,-0.319,2800
1200,CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,T90,-0.032,280
1201,CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T90,NA,280
1203,CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,T90,0.493,280
1204,CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,T90,-1.377,700
1206,CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T90,NA,400
1207,CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,T90,0.024,700
1208,CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T90,NA,2800
1210,CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T90,NA,400
1212,CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,T90,-1.006,2800
1214,CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T90,NA,400
1215,CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,T90,-2.113,700
1216,CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,T90,1.127,400
1217,CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,T90,-2.49,2800
1218,CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,T90,-0.601,2800
1219,CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,T90,-0.52,700
1220,CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T90,NA,280
1221,CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,T90,-2.656,280
1222,CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,T90,-0.502,700
1223,CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,T90,-1.013,280
1224,CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T90,NA,2800
1225,CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T90,NA,2800
1226,CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T90,NA,400
1227,CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,T90,-2.724,280
1228,CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T90,NA,280
1229,CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T90,NA,700
1230,CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T90,NA,400
1231,CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T90,NA,400
1232,CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,T90,-2.211,2800
1233,CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T90,NA,700
1234,CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,T90,-0.272,2800
1235,CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T90,NA,700
1236,CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,T90,-0.235,700
1237,CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T90,NA,2800
1238,CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,T90,-0.619,2800
1239,CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,T90,-0.092,280
1240,CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,T90,-1.673,280
1241,CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T90,NA,400
1242,CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T90,NA,400
1243,CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,T90,-0.733,700
1244,CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,T90,-0.537,2800
1245,CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,T90,-0.199,2800
1246,CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T90,NA,700
1265,CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T90,NA,400
1272,CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T90,2.647,400
1286,CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T90,NA,280
1294,CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T90,NA,280
1295,CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T90,0.08,280
1296,CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T90,NA,400
1297,CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T90,NA,700
1298,CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T90,-0.125,700
1299,CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T90,NA,2800
1300,CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T90,-0.32,2800
1301,CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T90,NA,400
1302,CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T90,NA,280
1303,CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T90,0.075,280
1304,CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T90,NA,400
1305,CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T90,NA,700
1306,CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T90,NA,700
1307,CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T90,NA,2800
1308,CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T90,NA,400
1309,CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T90,NA,400
1310,CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T90,0.059,400
1311,CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T90,0.021,280
1312,CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T90,NA,400
1313,CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T90,NA,700
1314,CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T90,NA,2800
1315,CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T90,0.102,400
1316,CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T90,NA,700
1317,CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T90,NA,700
1318,CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T90,NA,280
1324,CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T90,0.786,2800
1330,CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T90,NA,700
1332,CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T90,NA,700
1333,CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T90,NA,2800
1340,CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T90,NA,2800
1342,CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T90,NA,280
1343,CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T90,-0.817,280
1345,CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T90,0.17,700
1346,CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T90,-1.369,700
1350,CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T90,NA,280
1353,CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T90,-1.593,700
1355,CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T90,-0.756,2800
1360,CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T90,NA,280
1363,CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T90,-1.063,2800
1364,CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T90,0.522,400
1365,CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T90,-0.372,700
1366,CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T90,1.648,280
1367,CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T90,NA,400
1368,CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T90,NA,700
1369,CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T90,-0.509,2800
1370,CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T90,NA,2800
1371,CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T90,3.034,400
1372,CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T90,NA,280
1373,CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T90,2.231,280
1374,CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T90,0.174,280
1375,CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T90,0.048,400
1376,CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T90,-1.749,700
1377,CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T90,0.267,700
1378,CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T90,-0.891,2800
1379,CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T90,1.348,2800
1380,CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T90,NA,280
1381,CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T90,NA,400
1382,CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T90,NA,280
1383,CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T90,NA,400
1384,CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T90,NA,700
1385,CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T90,-2.45,700
1386,CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T90,NA,2800
1387,CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T90,-1.731,2800
1388,CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T90,0.187,280
1389,CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T90,NA,400
1390,CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T90,1.607,280
1391,CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T90,0.351,400
1392,CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T90,-0.478,700
1393,CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T90,0.173,700
1394,CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T90,-1.682,2800
1395,CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T90,0.172,2800
1396,CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T90,-0.102,280
1397,CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T90,-0.245,2800
1398,CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T90,NA,400
1399,CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T90,1.899,280
1400,CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T90,-3.204,400
1401,CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T90,-1.962,700
1402,CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T90,1.251,700
1403,CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T90,-0.886,2800
1404,CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T90,0.147,280
1405,CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T90,NA,400
1406,CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T90,2.446,280
1407,CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T90,NA,400
1408,CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T90,NA,700
1409,CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T90,1.16,700
1410,CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T90,NA,2800
1411,CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T90,-0.375,2800
1415,CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T90,NA,400
1428,CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T90,NA,280
1429,CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T90,0.873,400
1443,CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T90,NA,280
1444,CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T90,-0.183,280
1451,CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T90,NA,700
1458,CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T90,NA,280
1460,CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T90,NA,280
1461,CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T90,NA,400
1462,CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T90,NA,700
1463,CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T90,NA,700
1464,CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T90,NA,2800
1465,CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T90,NA,400
1466,CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T90,NA,700
1467,CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T90,NA,2800
1469,CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T90,NA,700
1470,CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T90,-0.353,2800
1472,CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T90,NA,280
1474,CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T90,NA,2800
1475,CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T90,NA,2800
1478,CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T90,NA,280
1481,CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T90,NA,400
1482,CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T90,NA,700
1483,CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T90,NA,700
1484,CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T90,NA,2800
1489,CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T90,NA,400
1490,CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T90,-0.017,700
1491,CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T90,0.009,700
1492,CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T90,NA,2800
1493,CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T90,-0.332,2800
1496,CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,T90,0.085,280
1498,CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T90,NA,400
1499,CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T90,NA,700
1502,CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T90,NA,280
1504,CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T90,NA,400
1505,CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T90,NA,700
1506,CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,T90,0.027,700
1507,CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T90,NA,2800
1508,CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,T90,-0.409,2800
1511,CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,total,-0.148,280
1512,CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,total,0.03,400
1513,CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,total,NA,700
1515,CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,total,NA,2800
1517,CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,total,NA,280
1523,CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,total,NA,2800
1529,CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,total,0.105,700
1531,CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,total,NA,2800
1533,CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,total,NA,280
1534,CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,total,-0.056,400
1536,CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,total,NA,400
1539,CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,total,NA,2800
1541,CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,total,0.056,400
1542,CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,total,0.118,280
1544,CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,total,NA,700
1545,CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,total,NA,700
1547,CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,total,NA,280
1552,CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,total,NA,2800
1554,CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,total,0.29,400
1555,CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,total,0.685,280
1556,CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,total,0.117,2800
1557,CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,total,-0.031,400
1559,CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,total,NA,400
1561,CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,total,0.257,700
1563,CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,total,-0.265,2800
1564,CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,total,-0.128,400
1565,CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,total,NA,700
1567,CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,total,0.024,2800
1570,CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,total,1.466,400
1571,CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,total,1.281,2800
1572,CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,total,1.622,280
1573,CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,total,-0.504,400
1574,CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,total,0.027,700
1575,CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,total,2.018,700
1576,CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,total,-0.375,2800
1577,CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,total,0.187,280
1578,CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,total,NA,280
1580,CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,total,1.196,280
1581,CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,total,-0.778,700
1583,CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,total,NA,400
1584,CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,total,1.066,700
1585,CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,total,NA,2800
1587,CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,total,NA,400
1589,CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,total,-0.514,2800
1591,CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,total,NA,400
1592,CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,total,-1.127,700
1593,CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,total,1.068,400
1594,CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,total,-0.888,2800
1595,CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,total,-0.201,2800
1596,CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,total,0.154,700
1597,CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,total,NA,280
1598,CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,total,-1.232,280
