coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,T30,0,2800,-0.265,
CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,T30,0,280,1.056,
CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T30,0,400,0.023,
CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,T30,0,700,0.494,
CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,T30,0,400,0.832,
CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,T30,0,2800,0.023,
CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,T30,0,2800,0.034,
CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,T30,0,700,0.551,
CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T30,0,280,-0.765,
CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,T30,0,280,-0.223,
CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,T30,0,700,0.425,
CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,T30,0,280,-0.598,
CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T30,0,2800,-2.181,
CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T30,0,400,0.313,
CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,T30,0,280,0.024,
CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T30,0,280,0.024,
CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T30,0,700,0.384,
CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T30,0,400,-0.762,
CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,T30,0,2800,-0.408,
CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T30,0,700,-0.987,
CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,T30,0,2800,-0.448,
CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T30,0,700,-0.736,
CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,T30,0,700,2.039,
CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T30,0,2800,-0.965,
CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,T30,0,2800,-0.06,
CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,T30,0,280,0.662,
CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,T30,0,280,-0.167,
CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T30,0,400,-0.201,
CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T30,0,400,-0.562,
CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,T30,0,700,0.269,
CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,T30,0,2800,0.078,
CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,T30,0,2800,0.267,
CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T30,0,700,-0.79,
CFSA1,280_31_1,31,280_31,286.83,31,pre,S,A,F,10.283,6.00E-03,T30,0,280,0.144,
CFSA10,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,F,6.446,5.00E-03,T30,0,2800,-0.283,
CFSA14,280_28_1,28,280_28,302.69,28,pre,S,A,F,4.661,7.00E-03,T30,0,280,1.238,
CFSA2,400_28_1,28,400_28,408.25,28,cur,S,A,F,8.3,5.00E-03,T30,0,400,0.687,
CFSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,F,10.181,4.00E-03,T30,0,400,0.007,
CFSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,F,8.918,4.00E-03,T30,0,700,1.846,
CFSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,F,9.068,3.00E-03,T30,0,700,0.256,
CFSA7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,F,8.812,5.00E-03,T30,0,2800,0.28,
CFSB1,280_31_1,31,280_31,286.83,31,pre,S,B,F,12.31,6.00E-03,T30,0,280,0.589,
CFSB10,400_31_1,31.1,400_31,434.02,31,cur,S,B,F,11.296,0.01,T30,0,400,1.271,
CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,T30,0,400,0.678,
CFSB2,280_28_1,28,280_28,302.69,28,pre,S,B,F,10.805,8.00E-03,T30,0,280,1.081,
CFSB3,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,F,9.702,3.00E-03,T30,0,2800,0.06,
CFSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,F,11.185,8.00E-03,T30,0,700,2.045,
CFSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,F,12.153,7.00E-03,T30,0,700,1.442,
CFSB7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,F,11.199,2.00E-03,T30,0,2800,0.069,
CFSC14,400_28_2,28.1,400_28,400.02,28,cur,S,C,F,10.229,7.00E-03,T30,0,400,1.08,
CFSC2,280_28_2,27.9,280_28,314.65,28,pre,S,C,F,8.893,7.00E-03,T30,0,280,0.87,
CFSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,F,9.915,6.00E-03,T30,0,700,1.398,
CFSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,F,8.956,8.00E-03,T30,0,700,0.888,
CFSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,F,9.433,7.00E-03,T30,0,2800,0.658,
CFSC9,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,F,9.262,6.00E-03,T30,0,2800,0.268,
CFSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,F,10.682,9.00E-03,T30,0,280,2.369,
CFSD11,280_28_2,27.9,280_28,314.65,28,pre,S,D,F,10.905,6.00E-03,T30,0,280,-0.219,
CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T30,0,400,1.462,
CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T30,0,280,1.546,
CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T30,0,700,2.37,
CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T30,0,700,1.753,
CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,T30,0,2800,1.627,
CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T30,0,2800,1.058,
CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T30,0,400,1.978,
CFSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,F,8.451,4.00E-03,T30,0,280,0.956,
CFSE11,400_28_3,28,400_28,405.52,28,cur,S,E,F,1.88,8.00E-03,T30,0,400,1.198,
CFSE3,400_31_3,31.1,400_31,459.07,31,cur,S,E,F,9.104,8.00E-03,T30,0,400,-0.085,
CFSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,F,9.119,7.00E-03,T30,0,700,0.995,
CFSE6,700_28_3,28.1,700_28,689.5,28,eoc,S,E,F,8.178,6.00E-03,T30,0,700,0.912,
CFSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,F,8.936,6.00E-03,T30,0,2800,-0.123,
CFSE8,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,F,6.848,5.00E-03,T30,0,2800,0.32,
CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,T30,0,400,1.44,
CFSF16,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,F,11.373,5.00E-03,T30,0,2800,1.259,
CFSF2,280_28_3,27.9,280_28,317.27,28,pre,S,F,F,10.837,8.00E-03,T30,0,280,1.805,
CFSF3,400_31_3,31.1,400_31,459.07,31,cur,S,F,F,7.627,5.00E-03,T30,0,400,0.461,
CFSF5,700_31_3,30.9,700_31,675.24,31,eoc,S,F,F,9.508,9.00E-03,T30,0,700,0.77,
CFSF6,700_28_3,28.1,700_28,689.5,28,eoc,S,F,F,10.336,7.00E-03,T30,0,700,1.062,
CFSF7,2800_31_3,31,2800_31,3295.97,31,ext,S,F,F,11.597,8.00E-03,T30,0,2800,1.638,
CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T30,0,280,0.155,
CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T30,0,700,0.071,
CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T30,0,700,0.028,
CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T30,0,2800,-0.13,
CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T30,0,280,0.078,
CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T30,0,280,0.055,
CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T30,0,700,-0.031,
CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T30,0,400,0.238,
CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T30,0,280,0.081,
CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T30,0,400,0.186,
CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T30,0,700,-0.005,
CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T30,0,280,-0.315,
CNAA14,700_28_1,28,700_28,707.6,28,eoc,A,A,N,12.178,3.00E-03,T30,0,700,-0.182,
CNAA2,280_28_1,28,280_28,302.69,28,pre,A,A,N,12.034,5.00E-03,T30,0,280,0.861,
CNAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,N,10.905,7.00E-03,T30,0,400,0.773,
CNAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,N,10.874,3.00E-03,T30,0,700,1.584,
CNAA6,400_28_1,28,400_28,408.25,28,cur,A,A,N,8.667,5.00E-03,T30,0,400,-0.049,
CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T30,0,2800,-0.71,
CNAA9,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,N,10.005,4.00E-03,T30,0,2800,0.23,
CNAB10,280_28_1,28,280_28,302.69,28,pre,A,B,N,9.038,9.00E-03,T30,0,280,-0.063,
CNAB11,400_31_1,31.1,400_31,434.02,31,cur,A,B,N,7.304,2.00E-03,T30,0,400,-0.01,
CNAB12,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,N,6.944,1.00E-03,T30,0,2800,-0.631,
CNAB13,280_31_1,31,280_31,286.83,31,pre,A,B,N,12.161,8.00E-03,T30,0,280,0.241,
CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T30,0,700,-1.005,
CNAB19,400_28_1,28,400_28,408.25,28,cur,A,B,N,6.617,8.00E-03,T30,0,400,0.216,
CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T30,0,700,1.285,
CNAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,N,8.864,7.00E-03,T30,0,280,1.54,
CNAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,N,6.932,6.00E-03,T30,0,400,1.021,
CNAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,N,11.649,5.00E-03,T30,0,280,0.35,
CNAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,N,8.534,4.00E-03,T30,0,400,0.946,
CNAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,N,9.56,2.00E-03,T30,0,700,1.331,
CNAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,N,10.235,5.00E-03,T30,0,700,0.105,
CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T30,0,2800,-0.394,
CNAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,N,10.829,2.00E-03,T30,0,2800,0.089,
CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T30,0,280,-0.642,
CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T30,0,280,0.168,
CNAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,N,12.839,6.00E-03,T30,0,400,1.503,
CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T30,0,700,0.088,
CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T30,0,700,-0.646,
CNAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,N,12.793,3.00E-03,T30,0,2800,-0.389,
CNAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,N,9.482,4.00E-03,T30,0,2800,-0.54,
CNAD9,400_28_2,28.1,400_28,400.02,28,cur,A,D,N,12.847,5.00E-03,T30,0,400,0.389,
CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T30,0,280,0.269,
CNAE11,400_28_3,28,400_28,405.52,28,cur,A,E,N,9.245,4.00E-03,T30,0,400,1.245,
CNAE2,280_28_3,27.9,280_28,317.27,28,pre,A,E,N,8.297,4.00E-03,T30,0,280,0.215,
CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T30,0,700,2.04,
CNAE6,700_28_3,28.1,700_28,689.5,28,eoc,A,E,N,9.108,5.00E-03,T30,0,700,0.267,
CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T30,0,2800,0.051,
CNAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,N,7.201,2.00E-03,T30,0,2800,-2.464,
CNAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,N,13.161,8.00E-03,T30,0,280,2.514,
CNAF10,400_28_3,28,400_28,405.52,28,cur,A,F,N,7.282,4.00E-03,T30,0,400,0.501,
CNAF11,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,N,13.133,6.00E-03,T30,0,2800,0.927,
CNAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,N,11.216,4.00E-03,T30,0,700,0.599,
CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T30,0,700,2.057,
CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T30,0,2800,-0.675,
CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T30,0,400,0.246,
CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T30,0,700,0.267,
CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T30,0,280,2.418,
CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T30,0,700,0.697,
CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T30,0,2800,-0.59,
CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T30,0,2800,-0.722,
CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T30,0,400,-0.226,
CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T30,0,280,-1.037,
CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T30,0,280,2.145,
CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T30,0,280,0.423,
CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T30,0,400,-0.32,
CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T30,0,700,2.178,
CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T30,0,700,1.027,
CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T30,0,2800,-0.959,
CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T30,0,2800,1.192,
CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T30,0,280,0.49,
CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T30,0,280,0.835,
CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T30,0,400,0.075,
CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T30,0,700,-0.79,
CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T30,0,700,0.195,
CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T30,0,2800,0,
CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T30,0,2800,-0.252,
CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T30,0,280,1.431,
CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T30,0,400,0.817,
CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T30,0,280,2.695,
CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T30,0,400,0.602,
CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T30,0,700,1.112,
CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T30,0,700,1.198,
CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T30,0,2800,0.51,
CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T30,0,2800,0.458,
CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T30,0,280,0.808,
CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T30,0,2800,-0.218,
CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T30,0,280,1.424,
CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T30,0,400,-0.249,
CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,T30,0,700,0.82,
CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,T30,0,700,0.073,
CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,T30,0,2800,0.101,
CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,T30,0,280,0.765,
CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T30,0,400,-1.397,
CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,T30,0,280,1.989,
CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T30,0,400,-0.308,
CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T30,0,700,0.483,
CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,T30,0,700,1.004,
CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T30,0,2800,-0.949,
CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,T30,0,2800,1.598,
CNSA1,280_31_1,31,280_31,286.83,31,pre,S,A,N,9.448,6.00E-03,T30,0,280,0.804,
CNSA17,400_28_1,28,400_28,408.25,28,cur,S,A,N,6.707,6.00E-03,T30,0,400,-0.178,
CNSA18,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,N,8.888,4.00E-03,T30,0,2800,-0.048,
CNSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,N,8.813,6.00E-03,T30,0,700,1.158,
CNSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,N,7.59,0.011,T30,0,700,0.501,
CNSA7,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,N,7.103,4.00E-03,T30,0,2800,-0.514,
CNSB1,280_31_1,31,280_31,286.83,31,pre,S,B,N,11.196,0.01,T30,0,280,1.515,
CNSB16,400_31_3,31.1,400_31,459.07,31,cur,S,B,N,11.49,9.00E-03,T30,0,400,0.349,
CNSB2,280_28_1,28,280_28,302.69,28,pre,S,B,N,10.862,0.013,T30,0,280,1.522,
CNSB20,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,N,6.394,6.00E-03,T30,0,2800,1.024,
CNSB3,400_31_1,31.1,400_31,434.02,31,cur,S,B,N,11.577,7.00E-03,T30,0,400,1.52,
CNSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,N,11.107,0.01,T30,0,700,1.388,
CNSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,N,10.674,8.00E-03,T30,0,700,1.259,
CNSB7,400_28_1,28,400_28,408.25,28,cur,S,B,N,12.183,7.00E-03,T30,0,400,1.75,
CNSB8,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,N,9.859,0.01,T30,0,2800,0.904,
CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,T30,0,400,-0.014,
CNSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,N,7.851,5.00E-03,T30,0,400,1.237,
CNSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,N,9.474,7.00E-03,T30,0,700,1.359,
CNSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,N,10.399,0.01,T30,0,700,1.177,
CNSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,N,9.315,6.00E-03,T30,0,2800,-0.094,
CNSC8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,N,8.767,7.00E-03,T30,0,2800,2.359,
CNSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,N,9.161,8.00E-03,T30,0,280,1.17,
CNSD2,280_28_2,27.9,280_28,314.65,28,pre,S,D,N,8.986,0.011,T30,0,280,1.598,
CNSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,N,9.112,8.00E-03,T30,0,400,-0.448,
CNSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,N,10.957,0.01,T30,0,700,1.92,
CNSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,N,8.568,0.013,T30,0,700,0.83,
CNSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,N,8.368,0.01,T30,0,2800,0.175,
CNSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,N,8.356,0.011,T30,0,2800,0.262,
CNSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,N,8.1,0.012,T30,0,400,1.208,
CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,T30,0,280,1.089,
CNSE20,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,11.112,7.00E-03,T30,0,400,1.336,
CNSE21,400_31_3,31.1,400_31,459.07,31,cur,S,E,N,9.522,5.00E-03,T30,0,400,2.69,
CNSE22,400_28_3,28,400_28,405.52,28,cur,S,E,N,8.415,6.00E-03,T30,0,400,1.254,
CNSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,N,10.615,5.00E-03,T30,0,700,1.916,
CNSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,N,12.69,9.00E-03,T30,0,2800,1.094,
CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T30,0,700,0,
CNSF13,700_28_3,28.1,700_28,689.5,28,eoc,S,F,N,8.722,7.00E-03,T30,0,700,1.154,
CNSF15,2800_31_3,31,2800_31,3295.97,31,ext,S,F,N,10.255,8.00E-03,T30,0,2800,0.306,
CNSF20,400_28_3,28,400_28,405.52,28,cur,S,F,N,6.942,8.00E-03,T30,0,400,1.328,
CNSF23,280_28_3,27.9,280_28,317.27,28,pre,S,F,N,7.566,7.00E-03,T30,0,280,0.93,
CNSF24,280_31_3,30.9,280_31,291.58,31,pre,S,F,N,11.243,5.00E-03,T30,0,280,0.103,
CNSF25,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,N,9.462,8.00E-03,T30,0,2800,0.834,
CNTA11,400_28_1,28,400_28,408.25,28,cur,T,A,N,13.82,4.00E-03,T30,0,400,0.485,
CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T30,0,280,0.339,
CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T30,0,700,0.092,
CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T30,0,2800,-0.134,
CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T30,0,700,0.12,
CNTB2,280_28_1,28,280_28,302.69,28,pre,T,B,N,19.043,4.00E-03,T30,0,280,0.171,
CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,T30,0,2800,-0.137,
CNTB9,400_28_1,28,400_28,408.25,28,cur,T,B,N,15.733,5.00E-03,T30,0,400,0.133,
CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T30,0,280,0.151,
CNTC10,280_28_3,27.9,280_28,317.27,28,pre,T,C,N,5.395,3.00E-03,T30,0,280,0.422,
CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T30,0,2800,-0.409,
CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T30,0,2800,-0.163,
CNTC16,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,7.669,5.00E-03,T30,0,280,0.321,
CNTC2,280_28_2,27.9,280_28,314.65,28,pre,T,C,N,20.371,5.00E-03,T30,0,280,0.232,
CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T30,0,280,0.329,
CNTC21,400_28_2,28.1,400_28,400.02,28,cur,T,C,N,9.533,7.00E-03,T30,0,400,0.168,
CNTC22,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,10.661,6.00E-03,T30,0,280,0.245,
CNTD1,280_31_2,30.9,280_31,286.61,31,pre,T,D,N,17.389,4.00E-03,T30,0,280,0.317,
CNTD13,400_28_2,28.1,400_28,400.02,28,cur,T,D,N,10.053,5.00E-03,T30,0,400,0.202,
CNTD15,280_28_3,27.9,280_28,317.27,28,pre,T,D,N,3.641,5.00E-03,T30,0,280,-0.169,
CNTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,N,20.952,3.00E-03,T30,0,280,0.314,
CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,T30,0,700,0.067,
CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,T30,0,700,0.008,
CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,T30,0,2800,0.015,
CNTE10,400_28_3,28,400_28,405.52,28,cur,T,E,N,30.207,0.01,T30,0,400,0.586,
